id,from_pms,sikka_sub_task,sikka_sub_task_operation,last_updated,category,health_category,office,name,procedure_code,procedure_code_description,abbreaviation,procedure_code_category,procedure_code_category_id,explosion_code,submit_to_insurance,allow_discount,procedure_code_effect_on_patient_balance,procedure_code_effect_on_provider_production,procedure_code_effect_on_provider_collection,procedure_code_type,notes,patient_friendly_description,link,price,tooth_quad,estimated_cost,insurance_estimate,discount
706,TRUE,SikkaTaskLog object (918),update,,,PERIODONTICS,21-Dentalhouse - Woodbridge Dental,,49102,Periodontal Re-evaluation/Evaluation-2 units,,Periodontal Services,,,,,,,,,Periodontal Re-evaluation/Evaluation  This follow-up service applies to the evaluation of ongoing periodontal treatment or to a post-surgical re-evaluation performed more than one month after surgery or if performed by another practitioner - Two units (30 minutes),"Follow-up evaluation of gum treatment, 30 minutes",,213,,,,
680,TRUE,SikkaTaskLog object (918),update,,,PERIODONTICS,21-Dentalhouse - Woodbridge Dental,,42832,Periodontal Abscess or Pericoronitis - 2 units,,Periodontal Services,,,,,,,,,"Periodontal Abscess or Pericoronitis, may include one or more of the following procedures: Lancing, Scaling, Curettage, Surgery or Medication - Two units (30 minutes)","Treating gum abscess or pericoronitis, 30 minutes",,255,,,,
282,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,21111,Restorations Amalgam Non-Bonded Primary 1 Surface,,Basic Restorative Services,,,,,,,,,"Restorations, Amalgam, Non-Bonded, Primary Teeth - One surface",Amalgam Filling and Restoration,,200,,,,
281,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,20139,Trauma Control Smoothing Fractured Surfaces Each add'l,,Basic Restorative Services,,,,,,,,,"Trauma Control, Smoothing of Fractured Surfaces per tooth - Each additional tooth same quadrant",Smoothing of Fractured Surfaces per tooth - Each additional tooth same quadrant,,43,,,,
277,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,20119,Caries/Trauma/Pain Control Each Add'l Tooth same quadrt,,Basic Restorative Services,,,,,,,,,"Caries/Trauma/Pain Control (removal of carious lesions or existing restorations or gingivally attached tooth fragment and placement of sedative/protective dressings, includes pulp caps when necessary, as a separate procedure) - Each additional tooth same quadrant",Removal of cavities or tooth fragments and placement of sedatitve/protective dressings - Additional tooth,,146,,,,
262,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,16103,Finishing Resto-Done by another DDD/or over 2yrs old 3u,,,,,,,,,,,"Finishing Restorations (To include: polishing, removal of overhangs, refining marginal ridges and occlusal surfaces, etc. when restorations were performed by another dentist or restorations are over two years old) - Three units (45 minutes)","Finishing, Polishing, Refining and/or Adjusting Dental Restorations",,265,,,,
260,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,16101,Finishing Resto-Done by another DDS/or over 2yrs old 1u,,,,,,,,,,,"Finishing Restorations (To include: polishing, removal of overhangs, refining marginal ridges and occlusal surfaces, etc. when restorations were performed by another dentist or restorations are over two years old) - One unit of time (15 minutes)","Finishing, Polishing, Refining and/or Adjusting Dental Restorations",,89,,,,
308,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,21242,Resto Amalgam Bonded Permanent Molars - 2 surface,,Basic Restorative Services,,,,,,,,,"Restorations, Amalgam, Bonded, Permanent Molars - Two surfaces",Amalgam Filling and Restoration,,300,,,,
307,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,21241,Resto Amalgam Bonded Permanent Molars - 1 surf.,,Basic Restorative Services,,,,,,,,,"Restorations, Amalgam, Bonded, Permanent Molars - One surface",Amalgam Filling and Restoration,,240,,,,
270,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,16409,Recontouring of Teeth for Functional Reasons 1+U,,,,,,,,,,,Recontouring of Teeth for Functional Reasons (not associated with delivery of a single or multiple prosthesis) - Each additional unit of time (15 minutes),Recontouring of Teeth for Functional Reasons - Additional unit of time,,85,,,,
264,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,16109,Finishing Resto-Done by another DDS/or over 2yrs old 4+,,,,,,,,,,,"Finishing Restorations (To include: polishing, removal of overhangs, refining marginal ridges and occlusal surfaces, etc. when restorations were performed by another dentist or restorations are over two years old) - Each additional unit over four (15 minutes)","Finishing, Polishing, Refining and/or Adjusting Dental Restorations -  Additional unit of time over four",,89,,,,
263,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,16104,Finishing Resto-Done by another DDS/or over 2yrs old 4u,,,,,,,,,,,"Finishing Restorations (To include: polishing, removal of overhangs, refining marginal ridges and occlusal surfaces, etc. when restorations were performed by another dentist or restorations are over two years old) - Four units (60 minutes)","Finishing, Polishing, Refining and/or Adjusting Dental Restorations",,353,,,,
258,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,15603,Repair Space Maintainer Includes Recementation +L,,,,,,,,,,,"Repairs, Space Maintainer Appliances, (includes recementation) + L",Space Maintainer - Repairs,,137,,,,
255,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,15501,Space Maintainer Bonded Pontic Type +L,,,,,,,,,,,"Space Maintainer, Bonded Pontic Type + L",Space Maintainer - Bonded Pontic Type,,300,,,,
243,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14929,Appliance Intra Oral SnoreUARS Apnea- Monitoring addt,,,,,,,,,,,"Appliance, Intraoral, For the Treatment of Obstructive Airway Disorders, Monitoring To include monitoring patient to ensure proper use of appliances and evaluation for referrals to other health care professionals for appropriate medical management - Each additional unit over two  (15 minutes) +L",Intraoral Appliance for the Treatment of Obstructive Airway Disorders - Monitoring - Additional unit of time over two,,I.C.,,,,
242,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14922,Appliance Intra Oral SnoreUARS Apnea- Monitoring 2 u,,,,,,,,,,,"Appliance, Intraoral, For the Treatment of Obstructive Airway Disorders, Monitoring To include monitoring patient to ensure proper use of appliances and evaluation for referrals to other health care professionals for appropriate medical management - Two units  (30 minutes) +L",Intraoral Appliance for the Treatment of Obstructive Airway Disorders - Monitoring,,I.C.,,,,
223,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14721,Appliance TMJ Intraoral Repositioning Maxillary +L,,,,,,,,,,,"Appliance, TMJ Intraoral Repositioning Includes Impression, Insertion and Insertion Adjustment (no post insertion adjustments) - Appliance, Maxillary + L",TMJ Repositioning Mouth Guard Appliance - Upper Teeth,,468,,,,
218,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14623,Appliances Adjust Repair (includg Bruxism appl) 3U+L,,,,,,,,,,,"Appliances, Adjustment, Repair - Three units (45 minutes) + L",Oral Appliance - Adjustment and Repair,,300,,,,
4738,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,39211,!!!Opening Through Artificial Crown -Anteriors & Bicusp,,Endodontic Services,,,,,,,,,,,,,,,,
310,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,21244,Resto Amalgam Bonded Permanent Molars - 4 surface,,Basic Restorative Services,,,,,,,,,"Restorations, Amalgam, Bonded, Permanent Molars - Four surfaces",Amalgam Filling and Restoration,,432,,,,
309,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,21243,Resto Amalgam Bonded Permanent Molars - 3 surface,,Basic Restorative Services,,,,,,,,,"Restorations, Amalgam, Bonded, Permanent Molars - Three surfaces",Amalgam Filling and Restoration,,360,,,,
306,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,21235,RestoAmalgamBonded Perm Bicuspid/Anterior 5surface,,Basic Restorative Services,,,,,,,,,"Restorations, Amalgam, Bonded, Permanent Bicuspids and Anteriors - Five surfaces or maximum surfaces per tooth",Amalgam Filling and Restoration,,380,,,,
305,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,21234,RestoAmalgamBonded Perm Bicuspid/Anterior 4surface,,Basic Restorative Services,,,,,,,,,"Restorations, Amalgam, Bonded, Permanent Bicuspids and Anteriors - Four surfaces",Amalgam Filling and Restoration,,360,,,,
241,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14921,Appliance Intra Oral SnoreUARS Apnea- Monitoring 1 u,,,,,,,,,,,"Appliance, Intraoral, For the Treatment of Obstructive Airway Disorders, Monitoring To include monitoring patient to ensure proper use of appliances and evaluation for referrals to other health care professionals for appropriate medical management - One unit of time (15 minutes) +L",Intraoral Appliance for the Treatment of Obstructive Airway Disorders - Monitoring,,I.C.,,,,
240,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14919,Appliance Intra Oral UARS Apnea- Maint/Adj/Repair addt,,,,,,,,,,,"Appliance,Intraoral, For the Treatment of Obstructive Airway Disorders, Periodic Maintenance, Adjustment and Repairs - Each additional unit over two (15 minutes) +L",Intraoral Appliance for the Treatment of Obstructive Airway Disorders - Periodic Maintenance and Adjustment - Additional unit of time over two,,I.C.,,,,
231,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14812,Appliance Myofascial Pain Dysfunction Syndrome Mand +L,,,,,,,,,,,"Appliances, Myofascial Pain Syndrome (conditions that originate outside the temporomandibular joint, to include: models, gnathological determinants) Appliance Construction only, and insertion adjustment (no post-insertion adjustments) - Mandibular + L",Oral Appliance for Muscle and Facial Pain Syndrome - Lower Teeth,,664,,,,
230,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14811,Appliance Myofascial Pain Dysfunction Syndrome Max +L,,,,,,,,,,,"Appliances, Myofascial Pain Syndrome (conditions that originate outside the temporomandibular joint, to include: models, gnathological determinants) Appliance Construction only, and insertion adjustment (no post-insertion adjustments) - Maxillary + L",Oral Appliance for Muscle and Facial Pain Syndrome - Upper Teeth,,664,,,,
224,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14722,Appliance TMJ Intraoral Repositioning Mandibular +L,,,,,,,,,,,"Appliance, TMJ Intraoral Repositioning Includes Impression, Insertion and Insertion Adjustment (no post insertion adjustments) - Appliance, Mandibular + L",TMJ Repositioning Mouth Guard Appliance - Lower Teeth,,468,,,,
206,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14311,Myofunctional Therapy -First unit of time per visit,,,,,,,,,,,"Myofunctional Therapy (e.g. to correct mouth breathing, abnormal swallowing, tongue thrust, etc.) - First unit of time (15 minutes)",Myofunctional Therapy,,105,,,,
197,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,13419,Preventive Restorative Resin add'l tooth same quadrant,,,,,,,,,,,Preventive Restorative Resin (procedure that involves some preparation of the pits and/or fissures in tooth enamel and may extend into dentin in limited areas; Each additional tooth same quadrant,Preventive Tooth Resin Restoration - Additional tooth same side,,74,,,,
189,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,13237,Re-Instruction Oral Hyg Instruction-No audio/video-1/2u,,,,,,,,,,,Oral Hygiene Instruction/Plaque Control - Re-instruction (within 6 months) - excluding audio-visual time - One half unit of time (7.5 minutes),Oral Hygiene Re-instruction - 1/2 unit of time,,30,,,,
311,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,21245,Resto Amalgam Bonded Permanent Molars - 5 surface,,Basic Restorative Services,,,,,,,,,"Restorations, Amalgam, Bonded, Permanent Molars - Five surfaces or maximum surfaces per tooth",Amalgam Filling and Restoration,,456,,,,
279,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,20129,Caries/Trauma/Pain Control W/Band Support-Each Add'l,,Basic Restorative Services,,,,,,,,,"Caries/Trauma/Pain Control (removal of carious lesions or existing restorations or gingivally attached tooth fragment and placement of sedative/protective dressings, includes pulp caps when necessary and the use of a band for retention and support, as a separate procedure) - Each additional tooth same quadrant",Removal of cavities or tooth fragments and placement of sedatitve/protective dressings - Additional tooth,,146,,,,
278,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,20121,Caries/Trauma/Pain Control W/Band Support First Tooth,,Basic Restorative Services,,,,,,,,,"Caries/Trauma/Pain Control (removal of carious lesions or existing restorations or gingivally attached tooth fragment and placement of sedative/protective dressings, includes pulp caps when necessary and the use of a band for retention and support, as a separate procedure) - First tooth",Removal of cavities or tooth fragments and placement of sedatitve/protective dressings - First tooth,,146,,,,
269,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,16401,Recontouring of Teeth for Functional Reasons 1u,,,,,,,,,,,Recontouring of Teeth for Functional Reasons (not associated with delivery of a single or multiple prosthesis) - One unit of time (15 minutes),Recontouring of Teeth for Functional Reasons,,85,,,,
239,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14912,Appliance Intra Oral UARS Apnea- Maint/Adj/Repair 2un,,,,,,,,,,,"Appliance,Intraoral, For the Treatment of Obstructive Airway Disorders, Periodic Maintenance, Adjustment and Repairs - Two Units  (30 minutes) +L",Intraoral Appliance for the Treatment of Obstructive Airway Disorders - Periodic Maintenance and Adjustment,,I.C.,,,,
232,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14821,Appliance MPDS MaintainAdj Repair 1U+L,,,,,,,,,,,"Appliances, Myofascial Pain Syndrome, Periodic Maintenance, Adjustment and Repairs - One unit of time (15 minutes) + L",Oral Appliance for Muscle and Facial Pain Syndrome - Periodic Maintenance and Adjustment,,127,,,,
215,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14612,Appliances Periodontal Mandibular +L,,,,,,,,,,,"Appliances, Periodontal (including bruxism appliance); Includes Impression, Insertion and Insertion Adjustment (no post insertion adjustment) - Mandibular Appliance + L",Periodontal Mouth Guard Appliance (ie; Nightguards) - Lower Teeth,,399,,,,
188,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,13232,Re-Instruction Oral Hyg Instruction-No audio/video-2u,,Oral Hygiene,,,,,,,,,Oral Hygiene Instruction/Plaque Control - Re-instruction (within 6 months) - excluding audio-visual time - Two units (30 minutes),Oral Hygiene Re-instruction,,115,,,,
181,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,13219,Individual Oral Hygiene Instruction-No audio/video-4+u,,Oral Hygiene,,,,,,,,,Oral Hygiene Instruction/Plaque Control - Individual Instruction (one instructor to one patient) - excluding audio-visual time - Each additional unit over four (15 minutes),Oral Hygiene Instruction - Additional units over four units of time,,58,,,,
10748,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4759,Positron emission tomography (PET) and magnetic resonan,,Other Diagnostic Services,,,,,,,,,,,,,,,,
10749,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4757,Positron emission tomography (PET) and magnetic resonan,,Other Diagnostic Services,,,,,,,,,,,,,,,,
10750,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4752,Positron emission tomography (PET) and magnetic resonan,,Other Diagnostic Services,,,,,,,,,,,,,,,,
10751,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4751,Positron emission tomography (PET) and magnetic resonan,,Other Diagnostic Services,,,,,,,,,,,,,,,,
10752,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2819,Radiographs Interpretation  By a provider who did not,,Other Diagnostic Services,,,,,,,,,,,,,,,,
10753,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2817,Radiographs Intepretation By a provider who did not  de,,Other Diagnostic Services,,,,,,,,,,,,,,,,
10754,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2812,Radiographs Interpretation By a provider who did not  d,,Other Diagnostic Services,,,,,,,,,,,,,,,,
10755,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2811,Radiographs Interpretation By a provider who did not  d,,Other Diagnostic Services,,,,,,,,,,,,,,,,
